"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
258,"LegacyPollen_1.0","BER_neotoma","BER_neotoma","BER","10.21233/n37m4x","","Neotoma (last access: 1 April 2021)",252,"Bereziuk","Bereziuk",54.04722,-76.1203,205,"Eastern North America","Lake","Raw",24,"AWI",3,19,8600,373.1,8581,"Rock basin lake. Physiography: rolling moraine. Surrounding vegetation: Cladino - Piceetum marianae.","1977-07-06 00:00:00","Richard, P.J.H., 1979. Contribution a l'histoire postglaciaire de la vegetation au nord-est de la Jamesie, Nouveau-Quebec. Geographie physique et Quaternaire, 33(1), pp.93-112 (in French).","https://doi.org/10.7202/1000324ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24024.5,"GIS","l, GE, L2,"
260,"LegacyPollen_1.0","BERRYPND","BERRYPND","BERRYPND","10.21233/n3040d","","Neotoma (last access: 1 April 2021)",254,"Berry Pond","Berry Pond",42.51,-73.32,600,"Eastern North America","Lake","Raw",42,"AWI",16,218,11567,276.8,11349,NA,"1965-10-01 00:00:00","Whitehead, D.R., 1979. Late-glacial and postglacial vegetational history of the Berkshires, western Massachusetts. Quaternary Research, 12(3), pp.333-357.","https://doi.org/10.1016/0033-5894(79)90033-4","Whitehead, D.R. and Crisman, T.L., 1978. Paleolimnological studies of small New England (USA) ponds. Part I. Late-glacial and postglacial trophic oscillations. Polskie Archiwum Hydrobiologii, 25, pp.471-481.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32288.9,"GIS","l, GE, L2,"
267,"LegacyPollen_1.0","BI74MS11","BI74MS11","BI74MS11","10.21233/n32t32","","Neotoma (last access: 1 April 2021)",261,"Banks Island 74MS11","Banks Island 74MS11",71.76,-124.24,30,"Western North America","Lake","Raw",55,"AWI",3,-50,12691,235.9,12741,"Small coastal kettle lake. Physiography: ice-contact sediments, Carpenter Till.",NA,"Gajewski, K., Mott, R.J., Ritchie, J.C. and Hadden, K., 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany, 78(4), pp.430-436.","https://doi.org/10.1139/b00-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48872.82,"Google Earth","12 neotoma mentions lake, but coordinates are in a 1km diameter lake. lakes in 1 km radius averaged"
268,"LegacyPollen_1.0","BI74MS12","BI74MS12","BI74MS12","10.21233/n3c31v","","Neotoma (last access: 1 April 2021)",262,"Banks Island 74MS12","Banks Island 74MS12",72.37,-119.84,220,"Western North America","Lake","Raw",33,"AWI",3,257,12259,375.1,12002,"Small upland kettle lake. Physiography: morainal deposits of Jesse Till.",NA,"Gajewski, K., Mott, R.J., Ritchie, J.C. and Hadden, K., 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany, 78(4), pp.430-436.","https://doi.org/10.1139/b00-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69677.83,"GIS","l, GE, L2,"
269,"LegacyPollen_1.0","BI74MS15","BI74MS15","BI74MS15","10.21233/n37880","","Neotoma (last access: 1 April 2021)",263,"Banks Island 74MS15","Banks Island 74MS15",73.53444,-120.209,120,"Western North America","Lake","Raw",62,"AWI",4,70,13085,213.4,13015,"Small lake in depression in Baker Till. Physiography: morainal deposits of Baker Till.",NA,"Gajewski, K., Mott, R.J., Ritchie, J.C. and Hadden, K., 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany, 78(4), pp.430-436.","https://doi.org/10.1139/b00-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114909.8,"Google Earth","l, LW, L2,"
272,"LegacyPollen_1.0","BIGJOHN","BIGJOHN","BIGJOHN","10.21233/n3jx1p","","Neotoma (last access: 1 April 2021)",266,"Big John Pond","Big John Pond",47.55918,-94.9708,421,"Eastern North America","Lake","Raw",12,"AWI",4,-39,5732,524.6,5771,"Lake in pitted outwash plain. Physiography: Bemidji Sand Plain (glacial outwash). Surrounding vegetation: Pinus banksiana forest.","1981-02-05 00:00:00","Almendinger, J.C., 1992. The late Holocene history of prairie, brush-prairie, and jack pine (Pinus banksiana) forest on outwash plains, north-central Minnesota, USA. The Holocene, 2(1), pp.37-50.","https://doi.org/10.1177/095968369200200105","Almendinger, J.C., 1985. The late-Holocene development of jack pine forests on outwash plains, north-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15393.53,"GIS","l, GE, L2,"
275,"LegacyPollen_1.0","BILLYS","BILLYS","BILLYS","10.21233/n39d67","","Neotoma (last access: 1 April 2021)",269,"Billy's Lake","Billy's Lake",46.27058,-94.5516,383,"Eastern North America","Lake","Raw",77,"AWI",6,-27,11693,154.2,11720,"Shallow depression on St. Croix moraine. Physiography: rugged relief. Surrounding vegetation: white pine/hardwoods.","1974-03-01 00:00:00","Jacobson Jr, G.L., 1975. A palynological study of the history and ecology of white pine in Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,"Bender, M.M., Bryson, R.A. and Baerreis, D.A., 1977. University of Wisconsin radiocarbon dates XIV. Radiocarbon, 19(1), pp.127-137.","https://doi.org/10.1017/S0033822200003404","Jacobson Jr, G.L., 1979. The palaeoecology of white pine (Pinus strobus) in Minnesota. Journal of Ecology, 67(2), pp.697-726.","https://doi.org/10.2307/2259121","Jacobson Jr, G.L. and Grimm, E.C., 1986. A Numerical Analysis of Holocene Forest and Prairie Vegetation in Central Minnesota: Ecological Archives. Ecology, 67(4), pp.958-966.","https://doi.org/10.2307/1939818","Steventon, R.L. and Kutzbach, J.E., 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon, 25(1), pp.152-168.","https://doi.org/10.1017/S0033822200005348",NA,NA,NA,NA,NA,NA,30466.62,"GIS","l, GE, L2, Double-check in gis, shape unclear."
278,"LegacyPollen_1.0","BLACKPND","BLACKPND","BLACKPND","10.21233/n31x2d","","Neotoma (last access: 1 April 2021)",272,"Black Pond","Black Pond",35.62,-84.19,262,"Eastern North America","Lake","Raw",43,"AWI",2,-28,2779,66.8,2807,"Spring-fed sinkhole pond. Physiography: ridge and valley province. Surrounding vegetation: oak-hickory forest.","1982-07-01 00:00:00","Cridlebaugh, P.A., 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Doctoral dissertation. University of Tennessee, Knoxville, Tennessee, USA.",NA,"Delcourt, P.A., Delcourt, H.R., Cridlebaugh, P.A. and Chapman, J., 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research, 25(3), pp.330-349.","https://doi.org/10.1016/0033-5894(86)90005-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9158.168,"GIS","l, GE, L1, shape varies over time, hard to tell what area"
279,"LegacyPollen_1.0","BLAKTAIL","BLAKTAIL","BLAKTAIL","10.21233/n3b305","","Neotoma (last access: 1 April 2021)",273,"Blacktail Pond","Blacktail Pond",44.95611,-110.601,2012,"Western North America","Lake","Raw",56,"AWI",4,-22,16816,306.1,16838,"Blacktail Pond is situated in a remnant late-Pleistocene meltwater channel; surrounding vegetation is Pseudotsuga menziesii (Douglas-fir) parkland, which includes grassland and steppe communities dominated by Artemisia tridentata (big sagebrush), Festuca idahoensis (Idaho fescue), and Ericameria nauseosa (rabbitbrush).","1970-08-01 00:00:00","Gennett, J.A., 1977. Palynology and paleoecology of sediments from Blacktail Pond, northern Yellowstone Park, Wyoming. Master's thesis. University of Iowa, Iowa City, Iowa, USA.",NA,"Gennett, J.A. and Baker, R.G., 1986. A late quaternary pollen sequence from blacktail pond, Yellowstone national park, Wyoming, USA. Palynology, 10(1), pp.61-71.","https://doi.org/10.1080/01916122.1986.9989303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27375.53,"GIS","l, GE, L2,"
281,"LegacyPollen_1.0","BLBIGBEE","BLBIGBEE","BLBIGBEE","10.21233/n32k5d","","Neotoma (last access: 1 April 2021)",275,"BL-Tombigbee","BL-Tombigbee",33.56333,-88.4744,49,"Eastern North America","Peat","Raw",29,"AWI",5,-40,13348,478.1,13388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
287,"LegacyPollen_1.0","BLUMOUND","BLUMOUND","BLUMOUND","10.21233/n30x23","","Neotoma (last access: 1 April 2021)",281,"Blue Mounds Creek","Blue Mounds Creek",43.08333,-89.8667,335,"Eastern North America","Lake","Raw",38,"AWI",5,-59,12145,329.8,12204,NA,NA,"Davis, A.M., 1977. The prairie-deciduous forest ecotone in the upper middle west. Annals of the Association of American Geographers, 67(2), pp.204-213.","https://doi.org/10.1111/j.1467-8306.1977.tb01133.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"can't find a basin"
298,"LegacyPollen_1.0","BOGD","BOGD","BOGD","10.21233/n30k65","","Neotoma (last access: 1 April 2021)",292,"Bog D Pond","Bog D Pond",47.1775,-95.1627,460,"Eastern North America","Lake","Raw",49,"AWI",6,-40,13206,276,13246,"Linear bog with pond. Physiography: Twin Lakes bog complex. Surrounding vegetation: Carex/Larix/Picea.",NA,"McAndrews, J.H., 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Memoirs of the Torrey Botanical Club, 22(2), pp.1-72.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917.504,"GIS","l, GE, L2,"
299,"LegacyPollen_1.0","BOLOTNYI","BOLOTNYI","BOLOTNYI","10.21233/n3fx24","","Neotoma (last access: 1 April 2021)",293,"Bolotnyii Stream Exposure 117","Bolotnyii Stream Exposure 117",42.85,132.7833,4,"Asia","Lake","Raw",16,"AWI",2,30071,44254,945.5,14183,"Exposure on stream terrace. Physiography: coastal plain. Surrounding vegetation: Quercus mongolica-Betula forest.","1988-09-20 00:00:00","Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336340.3,"Google Earth","Chenhzi: publication unavailable, a lake in the Neotoma map. Lake shapes: ? bog or river? Its a stream-terrace"
302,"LegacyPollen_1.0","BOONE","BOONE","BOONE","10.21233/n36d82","","Neotoma (last access: 1 April 2021)",296,"Boone Lake","Boone Lake",55.575,-119.433,872,"Western North America","Lake","Raw",72,"AWI",7,-25,13961,197,13986,"Glacial montane lake. Physiography: glaciated mountain foothills. Surrounding vegetation: Picea mariana; Betula glandulosa, Salix.","1978-03-01 00:00:00","White, J.M. and Mathewes, R.W., 1986. Postglacial vegetation and climatic change in the upper Peace River district, Alberta. Canadian Journal of Botany, 64(10), pp.2305-2318.","https://doi.org/10.1139/b86-302","White, J.M., Mathewes, R.W. and Mathews, W.H., 1979. Radiocarbon dates from Boone Lake and their relation to the'Ice-free Corridor'in the Peace River District of Alberta, Canada. Canadian Journal of Earth Sciences, 16(9), pp.1870-1874.","https://doi.org/10.1139/e79-171","White, J.M., Mathewes, R.W. and Mathews, W.H., 1985. Late Pleistocene chronology and environment of the ""Ice-Free Corridor"" of northwestern Alberta. Quaternary Research, 24(2), pp.173-186.","https://doi.org/10.1016/0033-5894(85)90004-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645155,"GIS","l, GE, L2, modified LW shape"
303,"LegacyPollen_1.0","BORDER","BORDER","BORDER","10.21233/n32q4d","","Neotoma (last access: 1 April 2021)",297,"Border Beacon","Border Beacon",55.33333,-63.2,470,"Eastern North America","Lake","Raw",27,"AWI",5,-67,7666,297.4,7733,"Kettle lake. Physiography: glacial outwash plain. Surrounding vegetation: tundra with scattered white spruce.",NA,"Lamb, H.F., 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Doctoral dissertation. University of Cambridge, Cambridge, England.",NA,"Lamb, H.F., 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs, 55(2), pp.241-258.","https://doi.org/10.2307/1942559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369921.3,"Google Earth","14 very lakes in 0.5 km radius averaged"
304,"LegacyPollen_1.0","BORIACKB","BORIACKB","BORIACKB","10.21233/n3bw2v","","Neotoma (last access: 1 April 2021)",298,"Boriack Bog","Boriack Bog",30.36,-97.1261,143,"Eastern North America","Peat","Raw",55,"AWI",4,-62,19764,367.1,19826,"Small bog. Physiography: rolling topography. Surrounding vegetation: Ilex/Myrica/Quercus/Woodwardia/Osmunda.","1969-01-01 00:00:00","Bryant Jr, V.M., 1977. A 16,000 year pollen record of vegetational change in central Texas. Palynology, 1, pp.143-156.","https://doi.org/10.1080/01916122.1977.9989156","Valastro, S. and Davis, E.M., 1970. University of Texas at Austin radiocarbon dates VIII. Radiocarbon, 12(2), pp.617-639.","https://doi.org/10.1017/S0033822200008316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
306,"LegacyPollen_1.0","BOUC","BOUC","BOUC","10.21233/n33c7d","","Neotoma (last access: 1 April 2021)",300,"Lac Boucané","Lac Boucane",47.45778,-69.4528,500,"Eastern North America","Lake","Raw",24,"AWI",3,424,12539,526.7,12115,"Rock basin. Physiography: undulated plateau with shallow till. Surrounding vegetation: Betulo luteae - Abietetum / Betulo lutea.","1978-01-01 00:00:00","Lortie, G. and Richard, P.J.H., 1986. Late-glacial diatom and pollen stratigraphy from Lake Boucane, southeastern Quebec, Canada. In: Proceedings of the 8th International Symposium on Living and Fossil Diatoms, Paris, August 27 - September 1, 1984 (pp. 687-697).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213422,"GIS","l, GE, L2, modified LW shape"
307,"LegacyPollen_1.0","BOUNDAR","BOUNDAR","BOUNDAR","10.21233/n3jq3c","","Neotoma (last access: 1 April 2021)",301,"Boundary Lake","Boundary Lake",55.25,-67.4,525,"Eastern North America","Lake","Raw",51,"AWI",6,-68,13185,265.1,13253,NA,"1975-01-01 00:00:00","Stravers, L.K.S., 1981. Palynology and deglaciation history of the central Labrador-Ungava Peninsula. Master's thesis. University of Colorado, Boulder, Colorado, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371121.2,"Google Earth","4 very lakes in 2 km radius averaged"
308,"LegacyPollen_1.0","BOUNDARY","BOUNDARY","BOUNDARY","10.21233/n3f11s","","Neotoma (last access: 1 April 2021)",302,"Boundary Pond","Boundary Pond",45.56,-70.68,603,"Eastern North America","Lake","Raw",56,"AWI",6,-20,13037,237.4,13057,NA,NA,"Mott, R.J., 1977. Late-Pleistocene and Holocene palynology in southeastern Quebec. Geographie physique et Quaternaire, 31(1-2), pp.139-149.","https://doi.org/10.7202/1000060ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278238.6,"GIS","l, GE, L2, modified LW shape"
309,"LegacyPollen_1.0","BRANDRET","BRANDRET","BRANDRET","10.21233/n39699","","Neotoma (last access: 1 April 2021)",303,"Brandreth Bog","Brandreth Bog",43.91667,-74.6833,600,"Eastern North America","Peat","Raw",59,"AWI",4,135,12228,208.5,12093,"Bog in kettle. Physiography: rolling topography, Adirondack Highlands. Surrounding vegetation: Picea/Betula/Abies/Acer/Tsuga/Pinus.","1978-09-01 00:00:00","Bender, M.M., Baerreis, D.A. and Bryson, R.A., 1980. University of Wisconsin radiocarbon dates XVII. Radiocarbon, 22(1), pp.115-129.","https://doi.org/10.1017/S0033822200004781","Bender, M.M., Baerreis, D.A., Bryson, R.A. and Steventon, R.L., 1981. University of Wisconsin radiocarbon dates XVIII. Radiocarbon, 23(1), pp.145-161.","https://doi.org/10.1017/S0033822200037504","Overpeck, J.T., 1985. A pollen study of a late Quaternary peat bog, south-central Adirondack Mountains, New York. Geological Society of America Bulletin, 96(1), pp.145-154.","https://doi.org/10.1130/0016-7606(1985)96<145:APSOAL>2.0.CO;2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
311,"LegacyPollen_1.0","BRI2","BRI2","BRI2","10.21233/n31q3q","","Neotoma (last access: 1 April 2021)",304,"Brisay 2","Brisay 2",54.36,-70.35,595,"Eastern North America","Lake","Raw",19,"AWI",3,-65,6955,390,7020,"Rock basin. Physiography: hilly to rolling morainic landscape. Surrounding vegetation: Cladino - Piceetum marianae.","1979-07-17 00:00:00","Richard, P.J.H., Larouche, A. and Bouchard, M., 1982. Age de la deglaciation finale et histoire postglaciaire de la vegetation dans la partie centrale du Nouveau-Quebec. Geographie physique et Quaternaire, 36(1-2), pp.63-90 (in French).","https://doi.org/10.7202/032470ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140888.2,"GIS","l, LW, L2,"
313,"LegacyPollen_1.0","BROWNC12","BROWNC12","BROWNC12","10.21233/n36591","","Neotoma (last access: 1 April 2021)",306,"Brown Lake","Brown Lake",45.77978,-89.4925,448,"Eastern North America","Lake","Raw",11,"Neotoma_Binford 1986",15,-32.1,112.8,14.5,144.8,NA,"1984-02-07 00:00:00","Charles, D.F. and Whitehead, D.R., 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",NA,"Charles, D.F. and Whitehead, D.R., 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA.",NA,"Shane, L.C., 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN.",NA,"Kingston, J.C., Cook, R.B., Kreis, R.G., Camburn, K.E., Norton, S.A., Sweets, P.R., Binford, M.W., Mitchell, M.J., Schindler, S.C., Shane, L.C.K. and King, G.A., 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology, 4(2), pp.153-201.","https://doi.org/10.1007/BF00226322",NA,NA,NA,NA,NA,NA,NA,NA,380820.6,"GIS","Chenhzi: publication. Lake shapes: l check in gis. LW shape over two differently named lakes. It is definitely a lake."
314,"LegacyPollen_1.0","BROWNSBY","BROWNSBY","BROWNSBY","10.21233/n32c8g","","Neotoma (last access: 1 April 2021)",307,"Brown's Bay, Lake Minnetonka","Brown's Bay, Lake Minnetonka",44.95769,-93.5451,300,"Eastern North America","Lake","Raw",15,"Neotoma_NAPD 1",12,-32,584,44,616,"Mesotrophic bay in Lake Minnetonka. Physiography: rolling stagnation moraine. Surrounding vegetation: residential/Acer/Quercus/Tilia.",NA,"Murchie, S.L., 1984. 210Pb dating and recent geologic history of two bays of Lake Minnetonka. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31156582,"GIS","Chenhzi: site description and Neotoma map. Lake shapes: ? Browns bay is just a part of a huge lake. Take the whole lake or just the bay? It is definitely a lake."
315,"LegacyPollen_1.0","BROWNSLK","BROWNSLK","BROWNSLK","10.21233/n3hq32","","Neotoma (last access: 1 April 2021)",308,"Brown Lake","Brown Lake",40.68056,-82.0625,295,"Eastern North America","Lake","Raw",15,"AWI",2,10789,20872,720.2,10083,"Kettle lake with marginal fen. Physiography: postglacial lake bottom. Surrounding vegetation: Decodon/Alnus/Salix/Acer/Prunus.","1975-01-01 00:00:00","Sanger, J.E. and Crowl, G.H., 1979. Fossil pigments as a guide to the paleolimnology of Browns Lake, Ohio. Quaternary Research, 11(3), pp.342-352.","https://doi.org/10.1016/0033-5894(79)90079-6","Shane, L.C., 1987. Late-glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, U.S.A. Boreas, 16(1), pp.1-20.","https://doi.org/10.1111/j.1502-3885.1987.tb00750.x","Shane, L.C. and Anderson, K.H., 1993. Intensity, gradients and reversals in late glacial environmental change in east-central North America. Quaternary Science Reviews, 12(5), pp.307-320.","https://doi.org/10.1016/0277-3791(93)90039-O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21919.27,"GIS","l, GE, L2,"
316,"LegacyPollen_1.0","BROWNSPD","BROWNSPD","BROWNSPD","10.21233/n3d12v","","Neotoma (last access: 1 April 2021)",309,"Browns Pond","Browns Pond",38.15472,-79.6164,620,"Eastern North America","Lake","Raw",50,"AWI",10,-36,20663,422.4,20699,"Small sinkhole in limestone. Physiography: Ridge and Vally Province, Appalachians. Surrounding vegetation: Quercus alba, Q. rubra forest.","1989-01-01 00:00:00","Kneller, M. and Peteet, D., 1993. Late-Quaternary climate in the Ridge and Valley of Virginia, U.S.A.: Changes in vegetation and depositional environment: A contribution to the 'North Atlantic seaboard programme' of IGCP-253, 'Termination of the Pleistocene'. Quaternary Science Reviews, 12(8), pp.613-628.","https://doi.org/10.1016/0277-3791(93)90003-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489.483,"GIS","l, GE, L2,"
